id,meaning_id,lemma_id,lemma,lang,pos,meaning_ru,meaning_en,concept_id,category_id
332,3042,3084,agressii,olo,NOUN,агрессия,,,
333,3043,3085,agressiivine,olo,ADJ,агрессивный,,,
334,3044,3086,agressiivizesti,olo,ADV,агрессивно,,,
335,60504,53182,agressivižus,olo,NOUN,агрессивность,,,
336,3045,3087,agressor,olo,NOUN,агрессор,,,
337,3046,3088,agronoumii,olo,NOUN,агрономия,agronomy,,
338,60505,53183,agronoumine,olo,ADJ,агрономический,,,
339,3047,3089,agronoumu,olo,NOUN,агроном,agronomist,,
340,60506,53184,agruarine,olo,ADJ,аграрный,,,
341,3049,3091,agu,olo,INTJ,вдруг да,,,
342,3048,3090,agu,olo,PART,как,,,
343,60507,53185,ahavah,olo,ADV,panna ahavah положить проветриваться,,,
344,60509,53187,ahavakas,olo,ADJ,ветреный,,,
345,60510,53188,ahavas,olo,ADV,olla ahavas проветриваться,,,
346,3050,3092,ahavoija,olo,VERB,"обветривать, обветрить, подвергаться обветриванию",,,
347,3051,3092,ahavoija,olo,VERB,вялить,,980,B353
348,54236,47772,ahavoittua,olo,VERB,вялить,,980,B353
349,60516,47772,ahavoittua,olo,VERB,обветривать,,,
350,3052,3093,ahavoittuo,olo,VERB,"обветриваться, обветриться",,,
351,3053,3093,ahavoittuo,olo,VERB,"завяливаться, завялиться (о рыбе, мясе)",,,
352,60513,53191,ahavoičendu,olo,NOUN,обдувание,,,
353,60514,53192,ahavoičus,olo,NOUN,обветривание,,,
354,60515,53192,ahavoičus,olo,NOUN,вяление,,,
355,60512,53190,ahavoiččemine,olo,NOUN,обветривание,,,
356,3054,3094,ahavu,olo,ADJ,"сухой, холодный (о весеннем ветре)",,,
357,42327,36619,ahavu,olo,NOUN,ветер весенний,spring wind,27,A12
358,3055,3095,ahavuliha,olo,NOUN,вяленое мясо,,,
359,42328,36620,ahaw,olo,NOUN,ветер весенний,spring wind,27,A12
360,54165,47701,ahdtoine,olo,NOUN,"вешало для сетей, невода",,972,B353
361,74543,63602,ahistelmus,olo,NOUN,затруднение; затруднительное положение,,,
362,3056,3096,ahjo,olo,NOUN,кузнечный горн,,,
363,3057,3096,ahjo,olo,NOUN,"очаг, горящие угли",,,
364,60517,53193,ahkandu,olo,NOUN,аханье,,,
365,3058,3097,ahker,olo,ADJ,"прилежный, старательный, трудолюбивый",,,
366,3059,3098,ahkerasti,olo,ADV,"старательно, прилежно",,,
367,3060,3099,ahkeroija,olo,VERB,"cтараться, трудиться, прилагать усилия",,,
368,3061,3100,ahkerus,olo,NOUN,"прилежание, старание",,,
369,76235,65071,ahkivo,olo,NOUN,"саамские сани, кережа",,,
370,3062,3101,ahkua,olo,VERB,ахать,,,
371,50099,43934,ahkut,olo,NOUN,отжимки,,625,B181
372,3063,3102,ahmie,olo,VERB,жадно есть,,,
373,3064,3102,ahmie,olo,VERB,собирать (хватать) торопливо,,,
374,3065,3103,ahmoi,olo,NOUN,росомаха,wolverine,194,A412
375,3066,3103,ahmoi,olo,NOUN,обжора,,,
376,60518,53194,ahnahasti,olo,ADV,жадно,,,
377,3068,3105,ahnahus,olo,NOUN,жадность,,,
378,3069,3106,ahnas,olo,ADJ,"алчный, жадный",,,
379,68149,3106,ahnas,olo,ADJ,ненасытный,,,
380,68148,58503,ahnas syömäh,olo,PHRASE,прожорливый,,,
381,3070,3107,ahnastua,olo,VERB,жадничать,,,
382,3071,3107,ahnastua,olo,VERB,"делать что-л. с жадностью, рвением",,,
383,74544,63603,aho,olo,NOUN,"бывшая подсека, пожог, т. е. заброшенный, оставшийся не засеянным на протяжении нескольких лет, заросший травой и смешанным лесом участок земли",,,
384,52397,46085,ahtaa,olo,VERB,насаживать снопы (в ригу),,801,B323
385,3072,3108,ahtahahko,olo,ADJ,"довольно тесный, тесноватый",,,
386,3073,3109,ahtahasti,olo,ADV,тесно,,,
387,3074,3110,ahtahemba,olo,ADV,"теснее, потеснее",,,
388,3075,3111,ahtahus,olo,NOUN,теснота,,,
389,60519,53195,ahtamine,olo,NOUN,"набивание, наполнение",,,
390,60520,53195,ahtamine,olo,NOUN,развешивание для просушки,,,
