category_id	pos	concept_id	concept_ru	concept_en	definition_ru	definition_en
B356	NOUN	1025	уток			
B356	NOUN	1026	челнок			
B356	VERB	1027	вязать	to knit	изготовлять ткань или предметы одежды путём сравнительно неплотного переплетения нитей	to turn thread or yarn into a piece of fabric by forming loops that are pulled through each other; this can be done by hand with needles or by machine
B356	NOUN	1028	узор			
B356	NOUN	1029	сукно			
B356	NOUN	1030	полотно			
B356	NOUN	1031	ширина полотна			
B356	NOUN	1032	лоскут			
B356	VERB	1033	выделывать (кожу)	to curry (leather)	подвергать (кожу) специальной обработке с целью придать какое-либо качество, свойство	to dress (leather) after it is tanned by beating, rubbing, scraping and colouring
B356	NOUN	1034	обувь	shoes		
B356	NOUN	1035	дратва	shoe-thread	прочная просмолённая или навощённая нитка для шитья обуви, кожаных изделий	durable tarred or waxed thread for sewing shoes and leather products
B356	NOUN	1036	вар (смола)	brew	варёная смола с примесями, употребляемая в различных ремёслах, строительном деле и т. п.	boiled resin with impurities, used in various crafts, construction, etc.
B356	NOUN	1037	шило			
B356	NOUN	1038	колодка для обуви			
B356	NOUN	1039	голенище	bootleg	часть сапога, охватывающая голень	top of a (high) boot
B356	NOUN	1040	каблук			
B356	NOUN	1041	подошва			
B356	NOUN	1042	лапти берестяные			
B356	NOUN	1043	оборы (у лаптей)			
B356	NOUN	1044	паголенки			
B36	VERB	1045	продавать			
B36	VERB	1046	торговать			
B36	NOUN	1047	клад, сокровище	treasure		
B36	NOUN	1048	магазин			
B36	NOUN	1049	товар			
B36	VERB	1050	покупать			
B36	VERB	1051	мерить			
B36	NOUN	1052	безмен	steelyard	ручные весы	a transportable balance with unequal arm lengths
B36	NOUN	1053	фунт			
B36	NOUN	1054	деньги	money	всеобще признанный особый товар (обычно в виде монет и банкнот), являющийся мерой стоимости других товаров и средством платежа	a generally accepted means of exchange and measure of value
B36	VERB	1055	считать			
B36	VERB	1056	платить			
B36	NOUN	1057	копейка			
B36	NOUN	1058	рубль			
B36	ADJ	1059	дорогой	expensive	стоящий больших денег; продаваемый или покупаемый по высокой цене	having a high price or cost
B36	ADJ	1060	дешевый	cheap	стоящий немного, недорогой	low and/or reduced in price
B36	NOUN	1061	долг	debt	взятое взаймы, то, что необходимо отдать или возместить	money that one person or entity owes or is required to pay to another, generally as a result of a loan or other financial transaction
B36	VERB	1062	менять			
B36	VERB	1063	зарабатывать	to earn		
B36	ADJ	1064	бедный, неимущий	poor	такой, у которого не хватает денежных или иных средств для поддержания нормальных условий жизни, малоимущий, имеющий недостаточно средств или относящийся к малоимущим людям	with no or few possessions or money, particularly in relation to contemporaries who do have them
B36	ADJ	1065	богатый	rich	обладающий большим состоянием; очень зажиточный	wealthy: having a lot of money and possessions
B36	VERB	1066	беречь, хранить	to keep safe	хранить в целости, сохранности; дорожа чем-либо, не давать пропасть, потеряться	to keep safe and sound; treasure something, don’t let it go to waste, get lost
B36	NOUN	1067	кошелек для денег			
B36	NOUN	1068	запас			
B36	VERB	1069	арендовать	to rent	брать (взять) в аренду, то есть во временное пользование на договорных началах	to obtain or have temporary possession of an object in exchange for money
B36	VERB	1070	выкупить	to ransom	заплатив деньги или выполнив иное требование, освободить заложника, пленника 	to pay a price to set someone free from captivity or punishment
B36	NOUN	1071	заработок, оплата	earnings, payment		
B36	ADV	1072	даром, бесплатно	free of charge	не получая или не давая ничего взамен	without any payment being required
B36	NOUN	1073	прибавка	increase, increment		
B371	NOUN	1074	изба, дом			
B371	NOUN	1075	жилище	dwelling	то же, что жильё; место, где кто-либо укрывается от непогоды, спит, хранит личные вещи и т.д.; дом, жилое помещение, приют.	a house or place in which a person lives; a habitation, a home. 
B371	VERB	1076	жить, проживать	to live	находиться в каком-либо месте на постоянной или длительной основе, использовать его как дом, комнату или иное помещение для повседневного бытия	to stay in a particular place on a regular or long-term basis, using it as one’s home, room, or dwelling for everyday existence
B371	NOUN	1077	хозяйство со всеми постройками, усадьба			
B371	NOUN	1078	двор (при доме)	yard	огороженный участок земли при доме, на котором расположены хозяйственные постройки	a small, usually uncultivated area adjoining or (now especially) within the precincts of a house or other building
B371	NOUN	1079	колодец			
B371	NOUN	1080	сусек, закром			
B371	NOUN	1081	яма для хранения овощей			
B371	NOUN	1082	лавка			
B371	NOUN	1083	сор, мусор			
B372	VERB	1084	рубить, делать сруб			
B372	NOUN	1085	знак, метка			
B372	VERB	1086	строить (отделывать) дом			
B372	NOUN	1087	бревно	log	очищенный от веток и лишённый верхушки ствол срубленного большого дерева или часть такого ствола	the trunk of a dead tree, cleared of branches
B372	NOUN	1088	столб			
B372	VERB	1089	конопатить			
B372	NOUN	1090	конек крыши			
B372	NOUN	1091	этаж			
B372	NOUN	1092	угол дома (внутренний)			
B372	NOUN	1093	угол дома (внешний)			
B372	NOUN	1094	полог			
B372	NOUN	1095	подполье (в избе)			
B372	NOUN	1096	пол			
B372	NOUN	1097	щель			
B372	NOUN	1098	завалина			
B372	NOUN	1099	стена			
B372	NOUN	1100	потолок			
B372	NOUN	1101	порог			
B372	NOUN	1102	петля двери			
B372	NOUN	1103	ручка двери			
B372	NOUN	1104	задвижка дверная, засов			
B372	NOUN	1105	замок			
B372	NOUN	1106	крыльцо			
B372	NOUN	1107	ворота	gate	широкий вход или проезд в ограде, в стене, запираемый створами	doorway, opening, or passage in a fence or wall
B372	ADJ	1108	плотный, тесно и прочно соединенный			
B372	NOUN	1109	баня	bath (steam)	специальная постройка, помещение или учреждение, где люди моются и парятся	a type of steam bath, popular in Russia (and in some parts of Alaska as well)
B372	NOUN	1110	амбар	barn	строение для хранения зерна и других видов продовольствия	a building, often found on a farm, used for storage or keeping animals such as cattle
B372	NOUN	1111	окно			
B372	NOUN	1112	дверь	door	проём в стене для входа и выхода из помещения или проём во внутреннее пространство чего-либо, а также закрывающие этот проём створ или несколько створов	a portal of entry into a building, room, or vehicle, typically consisting of a rigid plane movable on a hinge; it may have a handle to help open and close, a latch to hold it closed and a lock that ensures it cannot be opened without a key
B372	VERB	1113	открывать			
B372	VERB	1114	закрывать, затворять			
B372	NOUN	1115	крыша			
B372	NOUN	1116	навес крыши, стреха	eaves		
B372	NOUN	1117	лестница			
B372	NOUN	1118	поперечная полка во всю ширину избы, воронец			
B373	NOUN	1119	посуда			
B373	ADJ	1120	полный			
B373	NOUN	1121	миска деревянная			
B373	NOUN	1122	сковорода	pan		
B373	NOUN	1123	ложка			
B373	VERB	1124	блестеть	to shine	ярко светиться	to emit or reflect light so as to glow
B373	NOUN	1125	ковш			
B373	NOUN	1126	ведро	pail	сосуд конической или цилиндрической формы с дугообразной ручкой для ношения и хранения жидкостей или сыпучих веществ	a vessel of wood, tin, plastic, etc., usually cylindrical and having a handle -- used especially for carrying liquids, for example water or milk; a bucket (sometimes with a cover)
B373	NOUN	1127	горшок	pot	округлый сосуд для приготовления и хранения пищи, разведения цветов и иных хозяйственных нужд	a container, typically rounded or cylindrical and of ceramic ware or metal, used for storage or cooking
B373	NOUN	1128	котел			
B373	NOUN	1129	кадка			
B373	NOUN	1130	ушат			
B373	NOUN	1131	решето			
B373	NOUN	1132	мутовка			
B373	NOUN	1133	пест			
B373	NOUN	1134	ступа			
B373	NOUN	1135	квашня			
B373	NOUN	1136	сундук			
B373	NOUN	1137	корзина			
B373	NOUN	1138	мешок			
B373	NOUN	1139	кошель			
B373	NOUN	1140	лямка (кошеля, котомки)			
B373	NOUN	1141	цепь, крюк для подвешивания котелка над жаратком			
B373	NOUN	1142	кочерга			
B373	NOUN	1143	корыто			
B373	NOUN	1144	мочалка для мытья пола			
B374	NOUN	1145	печь (в избе)			
B374	NOUN	1146	загнетка (место на шестке или в самой русской печи (около устья), куда сгребают горящие угли)			
B374	VERB	1147	зажигать, разжигать			
B374	NOUN	1148	принадлежности для высекания огня (огниво и кремень)			
B374	NOUN	1149	кремень			
B374	NOUN	1150	кресало, огниво			
B374	NOUN	1151	огонь			
B374	NOUN	1152	костер			
B374	VERB	1153	гореть	to burn	порождать и поддерживать собою пламя, огонь, постепенно уничтожаясь	to produce flames and heat while consuming a material such as coal or wood
B374	NOUN	1154	нодья (особый вид костра)	nodia		
B374	NOUN	1155	лучина			
B374	NOUN	1156	дрова	firewood	древесина в виде брёвен и поленьев для топки, сжигания	wood intended to be burned, typically for heat
B374	NOUN	1157	поленница			
B374	NOUN	1158	головешка	ember	кусок тлеющего или обуглившегося дерева	a glowing piece of coal or wood; a hot coal
B374	VERB	1159	гасить, тушить	extinguish	прекращать горение чего-либо	to put out, as in fire; to end burning; to quench
B374	NOUN	1160	жар (от печи)	heat	сильно нагретый воздух	The condition or quality of being hot. 
B374	VERB	1161	жечь	to burn	заставлять гореть, подвергать действию огня, уничтожать огнём	To cause to be consumed by fire. 
B374	NOUN	1162	сажа			
B374	NOUN	1163	зола			
B374	NOUN	1164	дым	smoke	совокупность мелких твёрдых частиц и газообразных продуктов, выделяющихся в воздух при сгорании чего-либо	the visible vapor/vapour, gases, and fine particles given off by burning or smoldering material
B374	NOUN	1165	свеча			
B375	VERB	1167	мести			
B375	NOUN	1168	веник	broom	связка прутьев или веток с листьями, используемая для подметания пола, либо для па́рения бане	a domestic utensil with fibers bound together at the end of a long handle, used for sweeping
B375	NOUN	1169	игла			
B375	NOUN	1170	нить, нитка			
B375	NOUN	1171	ножницы для стрижки овец			
B375	VERB	1172	убирать (в доме)			
B375	VERB	1174	замачивать			
B375	VERB	1175	полоскать			
B375	NOUN	1176	половик			
B375	NOUN	1177	пятно (на одежде)			
B375	NOUN	1178	пыль			
B375	VERB	1451	гладить, утюжить	to iron	делать гладким при помощи горячего утюга или пресса (бельё, одежду и т. п.)	to pass an iron over (clothing or some other item made of cloth) in order to remove creases
B38	NOUN	1179	дорога	road	путь сообщения; полоса земли для передвижения; составная часть транспортной (дорожной) инфраструктуры	a way used for travelling between places, originally one wide enough to allow foot passengers and horses to travel, now usually one surfaced with asphalt or concrete and designed to accommodate many vehicles travelling in both directions
B38	ADJ	1180	грязный	dirty	запачканный, не чистый, покрытый или пропитанный грязью	unclean; covered with or containing unpleasant substances such as dirt or grime
B38	ADJ	1181	скользкий	slippery		
B38	NOUN	1182	перевозка			
B38	NOUN	1183	путь, расстояние			
B38	NOUN	1184	райда, олений обоз			
B38	VERB	1185	ехать	to ride, to drive	поступательно двигаться по твёрдой поверхности на транспортном средстве (о движении, совершаемом однократно или в определённом направлении)	to transport oneself by sitting on and directing a horse, later also a bicycle etc.
B38	NOUN	1186	телега			
B38	NOUN	1187	сани			
B38	NOUN	1188	саамские сани, кережа			
B38	NOUN	1189	передок саней			
B38	NOUN	1190	копыл			
B38	NOUN	1191	оглобля			
B38	NOUN	1192	веревка	rope	гибкое и длинное изделие, — чаще всего сплетённое или свитое из льняных (или пеньковых, полимерных и т. п.) волокон или прядей	thick strings, yarn, monofilaments, metal wires, or strands of other cordage that are twisted together to form a stronger line
B38	NOUN	1193	веха	landmark	шест, указывающий на местности путь или границу участка	an object that marks the boundary of a piece of land
B38	NOUN	1194	зарубка			
B38	NOUN	1195	колея			
B38	NOUN	1196	лодка			
B38	NOUN	1197	борт лодки	board	боковая стенка корпуса судна (корабля) или летательного аппарата	the side of a ship
B38	NOUN	1198	черпак (в лодке)			
B38	NOUN	1199	весло	oar	приспособление для гребли на плавучих средствах, шест, заканчивающийся плоской лопастью	a type of lever used to propel a boat, having a flat blade at one end and a handle at the other, and pivoted in a rowlock atop the gunwale, whereby a rower seated in the boat and pulling the handle can pass the blade through the water by repeated strokes 
B38	NOUN	1200	уключина весла			
B38	VERB	1201	грести	to row	работать, совершать регулярные отталкивающие движения веслом (вёслами), передвигая плавучее средство по воде; также работать руками, передвигаясь в воде или под водой	to propel (a boat or other craft) over water using oars
B38	NOUN	1202	парус			
B38	VERB	1203	идти на лыжах			
B38	NOUN	1204	лыжи			
B38	NOUN	1205	котомка			
B38	NOUN	1206	провизия в дорогу			
B38	NOUN	1207	мост			
B38	NOUN	1208	плот			
B411	ADJ	1209	молодой			
B411	NOUN	1210	жених	bridegroom	мужчина, вступающий в брак	A man in the context of his own wedding; one who is going to marry or has just been married. 
B411	NOUN	1211	невеста			
B411	VERB	1212	свататься			
B411	NOUN	1213	свадьба			
B411	VERB	1214	жениться	to marry	вступать в брак (с кем-либо) 	To enter into the conjugal or connubial state.
B411	NOUN	1215	муж	husband		
B411	NOUN	1216	жена	wife	женщина по отношению к мужчине, с которым она состоит в браке	A married woman, especially in relation to her spouse.
B411	NOUN	1446	друг	friend	тот, кто тесно связан с кем-либо дружбой	a person, typically someone other than a family member, spouse or lover, whose company one enjoys and towards whom one feels affection
B412	NOUN	1217	вдова	widow	женщина, не вступившая в новый брак после смерти мужа	a woman whose spouse has died (and who has not remarried); feminine of widower
B412	NOUN	1218	семья			
B412	NOUN	1219	родители			
B412	NOUN	1220	отец			
B412	NOUN	1221	крестный отец			
B412	NOUN	1222	мать			
B412	NOUN	1223	мачеха			
B412	NOUN	1224	отчим			
B412	NOUN	1225	сирота			
B412	VERB	1226	рожать			
B412	VERB	1230	качать, укачивать (ребенка в колыбели)			
B412	NOUN	1231	сын			
B412	NOUN	1232	дочь	daughter	лицо женского пола по отношению к своим отцу и матери	one’s female offspring
B412	NOUN	1233	внук	grandson	сын дочери или сына	a son of one's child
B412	NOUN	1234	брат	brother	каждый из сыновей в отношении к другим детям тех же родителей или одного из них	son of the same parents as another person
B412	NOUN	1235	сестра			
B412	NOUN	1236	дед, дедушка	grandfather	отец отца или матери	a father of someone's parent
B412	NOUN	1237	бабушка	grandmother	мать отца или матери	a mother of someone's parent
B412	NOUN	1238	зять	son-in-law		
B412	NOUN	1239	невестка	daughter-in-law		
B412	NOUN	1240	дядя	uncle	брат отца или матери, а также муж тёти	the brother or brother-in-law of one’s parent
B412	NOUN	1241	двоюродный брат	cousine	сын дяди или тёти	son of an uncle or aunt
B412	NOUN	1242	двоюродная сестра	cousin (female)	дочь брата или сестры матери либо дочь брата или сестры отца	daughter of an uncle or aunt
B412	NOUN	1243	золовка, сестра мужа			
B412	NOUN	1244	деверь	brother-in-law (husband's side)	брат мужа	husband’s brother
B412	NOUN	1245	шурин	brother-in-law (wife's side)	брат жены	wife’s brother
B412	NOUN	1246	кум			
B412	NOUN	1247	тесть			
B412	NOUN	1248	теща			
B412	NOUN	1249	хозяйка	housewife		
B412	NOUN	1250	хозяин			
B412	NOUN	1251	тезка			
B413	NOUN	1227	ребенок			
B413	VERB	1228	пеленать			
B413	NOUN	1229	колыбель, зыбка			
B42	VERB	1252	говорить	to say	произносить слова, вести речь, выражать в устной речи какие-либо мысли, мнения, сообщать что-либо	to speak; to express an opinion; to make answer; to reply
B42	VERB	1253	сказать	to say		
B42	NOUN	1254	сказка			
B42	NOUN	1255	загадка	riddle		
B42	VERB	1256	спрашивать	to ask		
B42	VERB	1257	просить			
B42	NOUN	1258	русские			
B42	NOUN	1259	финны			
B42	NOUN	1260	саамы			
B42	NOUN	1261	карелы			
B42	NOUN	1262	вепсы	Vepses	представители малого финно-угорского народа, живущего в Карелии, Вологодской и Ленинградской областях в России, до 1917 вепсы официально именовались чудью	a Finno-Ugric people of northwest Russia
B42	NOUN	1263	шведы			
B42	NOUN	1264	немцы			
B42	NOUN	1431	карельский язык			
B42	NOUN	1432	русский язык	the Russian language		
B42	NOUN	1433	карел, карелка			
B42	NOUN	1443	разговор	conversation		
B43	NOUN	1265	праздник			
B43	NOUN	1266	гость	guest	тот, кто пришёл, приехал и т. п. навестить кого-либо, провести у кого-либо время или с какой-либо иной целью	a recipient of hospitality, especially someone staying by invitation at the house of another
B43	NOUN	1267	гостинец	present	вещь, предмет, сладости и т. п., обычно приносимые, привозимые или присылаемые откуда-либо в знак внимания, в качестве подарка	thing, object, sweets, etc., usually brought or sent from somewhere as a sign of attention, as a gift
B43	VERB	1268	дарить	to gift	передавать кому-либо какой-либо объект в собственность с уведомлением о совершаемом действии	to give as a gift or donation
B43	VERB	1269	танцевать, плясать			
B43	VERB	1270	петь			
B43	NOUN	1271	песня			
B43	VERB	1272	играть, забавляться, развлекаться			
B43	NOUN	1273	кантеле			
B43	VERB	1274	свистеть			
B43	VERB	1275	звенеть			
B43	VERB	1276	играть (на гармони)			
B43	NOUN	1277	веселье	fun	праздник, развлечение, праздничное шествие	playful, often noisy, activity
B43	VERB	1278	отдыхать			
B43	NOUN	1279	кукла			
B43	NOUN	1280	мяч			
B43	NOUN	1441	артист	actor	профессиональный исполнитель произведений искусства, преимущественно театрального или вокального	a person who portrays a character in a production
B51	NOUN	1281	деревня, село	village	любой сельский населённый пункт, в т.ч. в других странах	any rural settlement
B51	NOUN	1282	собрание			
B51	NOUN	1283	мир	peace		
B51	NOUN	1284	артель	artel	добровольное, обычно временное, объединение физических лиц для совместной работы на основе общей ответственности, самоуправления и долевого участия в доходах	a Russian or Soviet craftsmen's collective
B51	NOUN	1285	род			
B51	NOUN	1286	племя			
B51	NOUN	1287	город	city	сравнительно крупный населённый пункт с развитой административной, хозяйственной и культурной инфраструктурой	a relatively large settlement with a developed administrative, economic and cultural infrastructure
B51	NOUN	1288	закон			
B51	NOUN	1289	сосед			
B51	NOUN	1297	война	war	вооружённая борьба, боевые действия между племенами, народами, государствами и т. п. или общественными классами внутри государства, направленные на уничтожение кого-либо или чего-либо	organized, large-scale, armed conflict between countries or between national, ethnic, or other sizeable groups, usually but not always involving active engagement of military forces
B51	NOUN	1298	весть	news	известие, сообщение	piece of news, message
B51	NOUN	1299	пари			
B51	VERB	1300	ладить, жить в согласии, мире			
B51	NOUN	1301	воля	freedom	свобода, не связанная ограничениями; отсутствие зависимости от кого-, чего-либо, возможность располагать собою по собственному усмотрению, без отчёта кому бы то ни было; свобода от внутренней связи с кем-, чем-либо	the state of being free, of not being imprisoned or enslaved
B51	VERB	1302	встречать	to meet	оказываться около кого-либо, обнаруживать перед собою кого-либо	to come face to face with by accident; to encounter
B51	NOUN	1430	помощь			
B51	NOUN	1440	армия	army	совокупность всех сухопутных, морских и воздушных вооружённых сил государства	a large, highly organized military force, concerned mainly with ground (rather than air or naval) operations
B511	NOUN	1290	школа			
B511	VERB	1291	учить			
B511	VERB	1292	читать			
B511	NOUN	1293	бумага	paper	печатный материал, изготовляемый из целлюлозы	A sheet material typically used for writing on or printing on (or as a non-waterproof container), usually made by draining cellulose fibres from a suspension in water
B511	NOUN	1294	карандаш			
B511	VERB	1295	писать			
B511	NOUN	1296	письмо			
B52	NOUN	1303	бог	god	высшее сверхъестественное существо, объект поклонения	a deity or supreme being; a supernatural, typically immortal, being with superior powers, to which personhood is attributed
B52	NOUN	1304	церковь			
B52	NOUN	1305	часовня			
B52	NOUN	1306	крест			
B52	ADJ	1307	святой			
B52	NOUN	1308	поп			
B52	NOUN	1309	вера	faith	убеждённость в существовании Бога	a religious or spiritual belief system
B52	ADJ	1310	поганый	frigging		
B52	NOUN	1311	грех	sin	нарушение действием, словом или мыслью воли Бога, религиозно-нравственных предписаний или правил	a violation of God's will or religious law
B52	VERB	1312	благословлять	to bless	совершать обрядовое действо — знамение креста, произнося слова молитвы, призывающие Бога оказать покровительство или помощь кому-либо в новых жизненных обстоятельствах или в каком-либо важном, трудном деле	to make something holy by religious rite, sanctify
B52	VERB	1313	прощать			
B52	NOUN	1314	рождество			
B52	NOUN	1315	святки			
B52	NOUN	1316	троица			
B52	NOUN	1317	пост			
B52	NOUN	1318	пасха			
B52	NOUN	1319	крещение			
B52	NOUN	1320	мясоед (скоромное время)			
B52	NOUN	1321	колокол			
B52	VERB	1322	гадать	to tell fortunes	суеверно пытаться узнать будущее по приметам, картам и другим предполагаемым источникам тайных знаний	to tell someone's destiny or future, usually by magic
B52	NOUN	1323	колдун			
B52	NOUN	1324	порча (в поверьях)			
B52	NOUN	1325	черт			
B52	NOUN	1326	леший			
B53	NOUN	1445	документ	document	материальный объект с зафиксированной на нём информацией в виде текста, звукозаписи или изображения, предназначенный для передачи во времени и пространстве в целях хранения и общественного использования	an original or official paper used as the basis, proof, or support of anything else, including any writing, book, or other instrument conveying information pertinent to such proof or support
C1	ADJ	1327	пустой, порожний			
C1	ADJ	1328	легкий (по весу)			
C1	ADJ	1329	тяжелый (по весу)			
C1	NOUN	1330	количество			
C1	NOUN	1331	охапка			
C1	NOUN	1332	пядь			
C1	NOUN	1333	сажень	sazhen		
C1	NOUN	1334	аршин	arshin	старинная русская мера длины, равная 0,711 метра	an obsolete Russian length unit, equal to 71.12 centimeters, or 28 inches
C1	NOUN	1335	верста	verst	устаревшая русская единица измерения расстояния, равная 1066,8 метра	a Russian unit of length, equivalent to about 1.07 kilometres or about 2⁄3 of a mile
C1	NOUN	1336	горсть	handful	количество, объём того, что удерживается в руке (руках)	the amount that a hand will grasp or contain
C1	NOUN	1337	щепоть, щепотка			
C1	ADV	1338	еще	more	дополнительно; вдобавок к тому же са́мому или в добавление к чему-, кому-либо	in greater number, quantity, amount, or proportion
C1	SCONJ	1339	если	if	употребляется при присоединении придаточного предложения, выражающего потенциально возможное условие	supposing that, assuming that, in the circumstances that; used to introduce a condition or choice
C1	ADV	1340	совсем			
C1	ADJ	1341	единственный	the only one	только один, всего один; существующий только в одном экземпляре	existing in only one copy
C1	ADJ	1342	последний	last		
C1	PRON	1343	весь	the whole	совершенно, целиком	entire, undivided
C1	ADJ	1344	многочисленный	numerous		
C1	ADJ	1345	малочисленный	not numerous		
C1	ADV	1346	изрядно, порядочно, довольно			
C1	ADJ	1347	лишний	superfluous, excess, spare, extra		
C1	NOUN	1348	раз			
C1	PRON	1349	оба, обе	both		
C1	NUM	1350	один			
C1	NUM	1351	два	two	целое число между 1 (один) и 3 (три)	a numerical value equal to 2; integer between 1 (one) and 3 (three)
C1	NUM	1352	три			
C1	NUM	1353	четыре			
C1	NUM	1354	пять			
C1	NUM	1355	шесть			
C1	NUM	1356	семь			
C1	NUM	1357	восемь	eight	натуральное число между семью и девятью, а также цифра, обозначающая это число	the number occurring after seven and before nine
C1	NUM	1358	девять	nine	натуральное число между восемью и десятью	a numerical value equal to 9; the number following eight and preceding ten
C1	NUM	1359	десять	ten	натуральное число между девятью и одиннадцатью	the number occurring after nine and before eleven
C1	NUM	1360	сто			
C1	NUM	1361	тысяча	thousand		
C1	NOUN	1362	половина			
C1	NUM	1363	полтора			
C2	ADJ	1364	прямой			
C2	ADJ	1365	правый	right		
C2	ADJ	1366	левый			
C2	ADJ	1367	близкий	close	находящийся недалеко, на небольшом расстоянии от кого-либо или от чего-либо	located close, at a short distance from someone or something
C2	ADJ	1368	далёкий	far	отдалённый, находящийся на большом расстоянии	at, to, or by a great distance (used to indicate the extent to which one thing is distant from another)
C2	ADJ	1369	задний			
C2	ADV	1370	вниз	down	по направлению, соответствующему уменьшению высоты, к низу чего-либо	from a higher position to a lower one; downwards
C2	ADV	1371	вверх	upwards	по направлению от земли, в сторону увеличения высоты	towards a higher place; towards what is above
C2	ADV	1372	сквозь, насквозь			
C2	ADJ	1373	передний	front		
C2	ADJ	1374	средний	average		
C2	ADJ	1375	длинный	long	имеющий большую длину, протяжённый	having much distance from one terminating point on an object or an area to another terminating point (usually applies to horizontal dimensions)
C2	ADJ	1376	узкий			
C2	ADJ	1377	широкий	wide		
C2	ADJ	1378	редкий	sparse		
C2	ADJ	1379	частый	frequent		
C2	ADJ	1380	короткий	short		
C2	ADJ	1381	круглый	round		
C2	ADJ	1382	гладкий, ровный	smooth	имеющий ровную поверхность, без шероховатостей, изломов, мелких выступов или впадин	having a texture that lacks friction; not rough
C2	ADJ	1383	кривой (о предмете)	crooked		
C2	NOUN	1384	сторона	side		
C2	NOUN	1385	край			
C2	NOUN	1386	север			
C2	NOUN	1387	юг	south		
C2	NOUN	1388	запад			
C2	NOUN	1389	восток	east	сторона света, противоположная западу и соответствующая направлению на восход солнца	one of the four principal compass points, specifically 90°, conventionally directed to the right on maps; the direction of the rising sun at an equinox
C2	ADV	1390	где	where	в каком месте; местоименное вопросительное слово в вопросах о месте (местонахождении)	in, at or to which place or situation
C2	ADV	1391	куда			
C2	ADV	1392	там	there		
C2	ADV	1393	туда			
C2	ADV	1394	сюда			
C2	NOUN	1435	конец	end, ending		
C2	NOUN	1438	пространство	space		
C2	NOUN	1439	начало			
C3	NOUN	1395	время	time	сезон, пора	an instant of time
C3	NOUN	1396	час	hour		
C3	NOUN	1397	часы			
C3	NOUN	1398	утро			
C3	NOUN	1399	день	day	часть суток от восхода до заката солнца или между утром и вечером (примерно от 12 до 18 часов)	the time when the Sun is above the horizon and it lights the sky
C3	NOUN	1400	вечер	evening	часть суток между днём и ночью (примерно от 17 до 23 часов включительно)	the time of the day between dusk and night, when it gets dark
C3	NOUN	1401	ночь			
C3	ADV	1402	вчера	yesterday	день, прямо предшествующий текущему	the day immediately before today; one day ago
C3	ADV	1403	сегодня	today		
C3	ADV	1404	завтра	tomorrow		
C3	ADV	1405	прежде, раньше			
C3	ADV	1406	поздно	late		
C3	ADV	1407	когда	when		
C3	ADV	1408	всегда	always	в любой момент времени, во все времена	at all times; throughout all time; since the beginning
C3	ADV	1409	быстро	fast	с большой скоростью; не теряя времени, не мешкая	quickly, with great speed; within a short time
C3	NOUN	1410	неделя	week		
C3	NOUN	1411	месяц (календарный)	month		
C3	NOUN	1412	понедельник	Monday		
C3	NOUN	1413	вторник	Tuesday	второй день недели; день, следующий за понедельником	the third day of the week in many religious traditions, and the second day of the week in systems that use the ISO 8601 norm; it follows Monday and precedes Wednesday
C3	NOUN	1414	среда			
C3	NOUN	1415	четверг			
C3	NOUN	1416	пятница			
C3	NOUN	1417	суббота			
C3	NOUN	1418	воскресенье	Sunday	день недели между субботой и понедельником	the first day of the week in many religious traditions, and the seventh day of the week in systems using the ISO 8601 standard; the Christian Sabbath; the Lord's Day; it follows Saturday and precedes Monday
C3	NOUN	1419	период	period		
C3	ADV	1420	давно	long ago	много времени назад	at a time in the past, especially the distant past
C3	ADV	1421	теперь	now		
C3	ADV	1422	тогда			
C3	NOUN	1423	год	year	единица измерения времени, определяемая астрономически и равная периоду обращения планеты вокруг её звезды (в частном случае для Земли — 365 или 366 дней)	a period of time akin to the time taken for the Earth to undergo a full cycle of seasons
C3	ADV	1424	в прошлом году	last year		
C3	NOUN	1425	зима			
C3	NOUN	1426	весна	spring	одно из четырёх времён года между зимой и летом	the season of the year in temperate regions in which plants spring from the ground and into bloom and dormant animals spring to life
C3	NOUN	1427	лето			
C3	NOUN	1428	осень			
